rank_window,heat_score,heat_rank_score,source,kind,agency,title,published_date,url,document_url,format,rationale,heat_score_today,coverage_mentions_today,exact_url_mentions_today,filename_mentions_today,canonical_mentions_today,social_exact_mentions_today,crawl_hits_today,providers_checked_today,errors_today,heat_score_7d,coverage_mentions_7d,exact_url_mentions_7d,filename_mentions_7d,canonical_mentions_7d,social_exact_mentions_7d,crawl_hits_7d,providers_checked_7d,errors_7d,heat_score_30d,coverage_mentions_30d,exact_url_mentions_30d,filename_mentions_30d,canonical_mentions_30d,social_exact_mentions_30d,crawl_hits_30d,providers_checked_30d,errors_30d
7d,1.0,1.0,NYC Independent Budget Office,report,,Full Disclosure? Assessing City Reporting on Business Retention Deals,,https://www.ibo.nyc.ny.us/iboreports/locallaw69.pdf,https://www.ibo.nyc.ny.us/iboreports/locallaw69.pdf,pdf,1 news article referencing the report by title,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Independent Budget Office,report,,Does City Capital Spending Match the 10-Year Strategy?,,https://www.ibo.nyc.ny.us/iboreports/10YearCapPlan.pdf,https://www.ibo.nyc.ny.us/iboreports/10YearCapPlan.pdf,pdf,1 news article referencing the report by title,0.0,0,0,0,0,0,0,gdelt,gdelt-coverage:Spending Strategy Capital Match Does:429 Client Error: Too Many Requests for url: https://api.gdeltproject.org/api/v2/doc/doc?query=Spending+Strategy+Capital+Match+Does&mode=ArtList&format=json&maxrecords=75&timespan=30d&sort=DateDesc,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Independent Budget Office,report,,The Transportation Infrastructure Bond Act of 2000,,https://www.ibo.nyc.ny.us/iboreports/October2000.pdf,https://www.ibo.nyc.ny.us/iboreports/October2000.pdf,pdf,1 news article referencing the report by title,0.0,0,0,0,0,0,0,gdelt,gdelt-coverage:Transportation Infrastructure Bond Act 2000:429 Client Error: Too Many Requests for url: https://api.gdeltproject.org/api/v2/doc/doc?query=Transportation+Infrastructure+Bond+Act+2000&mode=ArtList&format=json&maxrecords=75&timespan=30d&sort=DateDesc,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Independent Budget Office,report,,Testimony to the New York City Council Community Development Committee On the Effect of the Recession on the City’s Communities,,https://www.ibo.nyc.ny.us/iboreports/communitydevlpttestoct2010.pdf,https://www.ibo.nyc.ny.us/iboreports/communitydevlpttestoct2010.pdf,pdf,1 news article referencing the report by title,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Independent Budget Office,report,,HPD Code Enforcement: Resources and Level of Effort,,https://www.ibo.nyc.ny.us/iboreports/hpd.pdf,https://www.ibo.nyc.ny.us/iboreports/hpd.pdf,pdf,1 news article referencing the report by title,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Independent Budget Office,report,,"Fees at City Recreation Centers: More Pay, Fewer Play",,https://www.ibo.nyc.ny.us/iboreports/Parkfees_fb_march2006.pdf,https://www.ibo.nyc.ny.us/iboreports/Parkfees_fb_march2006.pdf,pdf,1 news article referencing the report by title,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Independent Budget Office,report,,Comparing the Level of Public Support: Charter Schools versus Traditional Public Schools,,https://www.ibo.nyc.ny.us/iboreports/charterschoolsfeb2010.pdf,https://www.ibo.nyc.ny.us/iboreports/charterschoolsfeb2010.pdf,pdf,1 news article referencing the report by title,0.0,0,0,0,0,0,0,gdelt,gdelt-coverage:Traditional Comparing Support Charter Schools:429 Client Error: Too Many Requests for url: https://api.gdeltproject.org/api/v2/doc/doc?query=Traditional+Comparing+Support+Charter+Schools&mode=ArtList&format=json&maxrecords=75&timespan=30d&sort=DateDesc,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Independent Budget Office,report,,Boom & Bust: Commercial Property Taxes Are a Key to Revenues From Property Transfer Taxes,,https://www.ibo.nyc.ny.us/iboreports/rpttjan2012.pdf,https://www.ibo.nyc.ny.us/iboreports/rpttjan2012.pdf,pdf,1 news article referencing the report by title,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Independent Budget Office,report,,Analysis of Income Distribution in NYC and Relative NYC Personal Income Tax Burden,,https://www.ibo.nyc.ny.us/iboreports/120611letterwenc.pdf,https://www.ibo.nyc.ny.us/iboreports/120611letterwenc.pdf,pdf,1 news article referencing the report by title,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Independent Budget Office,report,,Attention Shoppers! For a Limited Time Only: The Clothing Tax Returns,,https://ibo.nyc.ny.us/cgi-park?p=232,,html,1 news article referencing the report by title,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
7d,1.0,1.0,NYC Rules - Adopted,rule,OATH-ECB,Water Penalty Schedule - The Effective Date will be the same as the Effective Date of the companion DEP rule. The Effective Date will be amended when DEP publishes its final rule.,2026-06-01,https://rules.cityofnewyork.us/rule/office-of-administrative-trials-and-hearings-proposed-rule-to-amend-the-water-penalty-schedule,,html,1 news article referencing the report by title,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,,1.0,1,0,0,0,0,0,gdelt,
